33.6,0.30,0.000,0.376,0.006
96.3,0.50,0.001,1.079,0.025
160.3,0.70,0.002,1.797,0.044
229.7,0.90,0.002,2.575,0.063
296.8,1.10,0.003,3.327,0.081
352.5,1.30,0.004,3.951,0.100
385.1,1.50,0.004,4.317,0.118
391.2,1.70,0.005,4.386,0.137
382.2,1.90,0.006,4.285,0.156
386.6,2.10,0.006,4.334,0.175
398.9,2.30,0.007,4.472,0.193
273.8,2.50,0.008,3.070,0.211
254.4,2.70,0.008,2.852,0.230
244.0,2.90,0.009,2.736,0.249
238.1,3.10,0.009,2.669,0.267
235.6,3.30,0.010,2.641,0.286
241.1,3.50,0.011,2.703,0.305
246.2,3.70,0.011,2.760,0.323
263.5,3.90,0.012,2.954,0.342
285.9,4.10,0.013,3.205,0.361
309.7,4.30,0.013,3.472,0.380
335.0,4.50,0.014,3.756,0.399
364.1,4.70,0.015,4.082,0.417
391.5,4.90,0.015,4.390,0.436
414.9,5.10,0.016,4.651,0.454
422.2,5.30,0.017,4.734,0.473
398.2,5.50,0.017,4.464,0.492
391.5,5.70,0.018,4.389,0.511
399.7,5.90,0.019,4.482,0.529
412.9,6.10,0.019,4.629,0.548
434.5,6.30,0.020,4.871,0.567
451.2,6.50,0.021,5.059,0.585
469.3,6.70,0.021,5.262,0.604
488.1,6.90,0.022,5.472,0.622
508.2,7.10,0.023,5.697,0.641
530.1,7.30,0.023,5.943,0.660
550.3,7.50,0.024,6.169,0.678
571.8,7.70,0.025,6.410,0.697
593.0,7.90,0.025,6.649,0.716
616.2,8.10,0.026,6.908,0.734
638.5,8.30,0.027,7.159,0.753
661.6,8.50,0.027,7.417,0.772
685.0,8.70,0.028,7.679,0.790
708.9,8.90,0.029,7.948,0.809
733.7,9.10,0.029,8.225,0.828
758.5,9.30,0.030,8.503,0.847
785.4,9.50,0.031,8.806,0.866
812.2,9.70,0.031,9.106,0.884
839.6,9.90,0.032,9.413,0.903
867.1,10.10,0.033,9.722,0.922
894.7,10.30,0.033,10.031,0.940
923.5,10.50,0.034,10.353,0.959
951.1,10.70,0.035,10.662,0.978
979.3,10.90,0.035,10.979,0.996
1008.1,11.10,0.036,11.302,1.015
1037.4,11.30,0.037,11.631,1.034
1065.8,11.50,0.037,11.949,1.052
1095.3,11.70,0.038,12.280,1.071
1125.1,11.90,0.039,12.614,1.090
1155.2,12.10,0.039,12.952,1.108
1185.9,12.30,0.040,13.295,1.127
1216.3,12.50,0.041,13.636,1.146
1247.3,12.70,0.041,13.984,1.165
1277.1,12.90,0.042,14.318,1.183
1309.0,13.10,0.043,14.676,1.202
1339.8,13.30,0.043,15.021,1.220
1370.8,13.50,0.044,15.369,1.239
1402.0,13.70,0.045,15.718,1.258
1433.6,13.90,0.045,16.072,1.276
1466.0,14.10,0.046,16.435,1.295
1497.7,14.30,0.047,16.790,1.314
1529.8,14.50,0.047,17.151,1.332
1561.7,14.70,0.048,17.508,1.351
1593.7,14.90,0.049,17.867,1.370
1626.1,15.10,0.049,18.230,1.389
1658.6,15.30,0.050,18.595,1.408
1691.6,15.50,0.051,18.965,1.427
1723.9,15.70,0.051,19.327,1.446
1757.2,15.90,0.052,19.700,1.464
1788.9,16.10,0.053,20.056,1.483
1822.1,16.30,0.053,20.428,1.502
1854.6,16.50,0.054,20.792,1.520
1887.0,16.70,0.055,21.156,1.539
